"round","inst_code","inst_name","inst_order","panel","uoa","uoa_name","profile","fte","fte_pct","four.and.three","four","three","two","one","unclassified","gpa","power","RG"
2021,10007783,"University of Aberdeen",1,"B",10,"Mathematical Sciences","Outputs",24,100,98.3,35,63.3,1.7,0,0,3.333,79.992,0
2021,10007783,"University of Aberdeen",1,"B",10,"Mathematical Sciences","Impact",24,100,50,0,50,50,0,0,2.5,60,0
2021,10007783,"University of Aberdeen",1,"B",10,"Mathematical Sciences","Environment",24,100,87.5,25,62.5,12.5,0,0,3.125,75,0
2021,10007783,"University of Aberdeen",1,"B",11,"Computer Science and Informatics","Overall",15.5,100,92,28,64,8,0,0,3.2,49.6,0
2021,10007783,"University of Aberdeen",1,"B",11,"Computer Science and Informatics","Outputs",15.5,100,89.7,35.9,53.8,10.3,0,0,3.256,50.468,0
2021,10007783,"University of Aberdeen",1,"B",11,"Computer Science and Informatics","Impact",15.5,100,100,25,75,0,0,0,3.25,50.375,0
2021,10007783,"University of Aberdeen",1,"B",11,"Computer Science and Informatics","Environment",15.5,100,87.5,0,87.5,12.5,0,0,2.875,44.5625,0
2021,10007783,"University of Aberdeen",1,"B",12,"Engineering","Overall",69.4,100,74,23,51,21,5,0,2.92,202.648,0
2021,10007783,"University of Aberdeen",1,"B",12,"Engineering","Outputs",69.4,100,90.8,28.7,62.1,7.5,1.7,0,3.178,220.5532,0
2021,10007783,"University of Aberdeen",1,"B",12,"Engineering","Impact",69.4,100,33.3,25,8.3,50,16.7,0,2.416,167.6704,0
2021,10007783,"University of Aberdeen",1,"B",12,"Engineering","Environment",69.4,100,75,0,75,25,0,0,2.75,190.85,0
2021,10007783,"University of Aberdeen",1,"C",15,"Archaeology","Overall",10,100,90,29,61,10,0,0,3.19,31.9,0
2021,10007783,"University of Aberdeen",1,"C",15,"Archaeology","Outputs",10,100,84,28,56,16,0,0,3.12,31.2,0
2021,10007783,"University of Aberdeen",1,"C",15,"Archaeology","Impact",10,100,100,25,75,0,0,0,3.25,32.5,0
2021,10007783,"University of Aberdeen",1,"C",15,"Archaeology","Environment",10,100,100,37.5,62.5,0,0,0,3.375,33.75,0
2021,10007783,"University of Aberdeen",1,"C",17,"Business and Management Studies","Overall",62.85,100,81,16,65,18,1,0,2.96,186.036,0
2021,10007783,"University of Aberdeen",1,"C",17,"Business and Management Studies","Outputs",62.85,100,79,22.4,56.6,19.6,1.4,0,3,188.55,0
2021,10007783,"University of Aberdeen",1,"C",17,"Business and Management Studies","Impact",62.85,100,80,10,70,20,0,0,2.9,182.265,0
2021,10007783,"University of Aberdeen",1,"C",17,"Business and Management Studies","Environment",62.85,100,87.5,0,87.5,12.5,0,0,2.875,180.69375,0
2021,10007783,"University of Aberdeen",1,"C",18,"Law","Overall",41,100,77,32,45,22,1,0,3.08,126.28,0
2021,10007783,"University of Aberdeen",1,"C",18,"Law","Outputs",41,100,73.8,30.1,43.7,24.3,1.9,0,3.02,123.82,0
2021,10007783,"University of Aberdeen",1,"C",18,"Law","Impact",41,100,87.5,50,37.5,12.5,0,0,3.375,138.375,0
2021,10007783,"University of Aberdeen",1,"C",18,"Law","Environment",41,100,75,12.5,62.5,25,0,0,2.875,117.875,0
2021,10007783,"University of Aberdeen",1,"C",19,"Politics and International Studies","Overall",19.8,100,58,12,46,40,2,0,2.68,53.064,0
2021,10007783,"University of Aberdeen",1,"C",19,"Politics and International Studies","Outputs",19.8,100,60,10,50,36,4,0,2.66,52.668,0
2021,10007783,"University of Aberdeen",1,"C",19,"Politics and International Studies","Impact",19.8,100,50,25,25,50,0,0,2.75,54.45,0
2021,10007783,"University of Aberdeen",1,"C",19,"Politics and International Studies","Environment",19.8,100,62.5,0,62.5,37.5,0,0,2.625,51.975,0
2021,10007788,"University of Cambridge",25,"C",21,"Sociology","Environment",31,120,100,100,0,0,0,0,4,124,1
2021,10007791,"University of Essex",46,"C",21,"Sociology","Environment",62.41,100,100,100,0,0,0,0,4,249.64,0
2021,10007798,"University of Manchester",88,"C",21,"Sociology","Environment",55.8,100,100,100,0,0,0,0,4,223.2,1
2021,10007806,"University of Sussex",140,"C",21,"Sociology","Impact",18.5,100,100,100,0,0,0,0,4,74,0
2021,10007783,"University of Aberdeen",1,"C",22,"Anthropology and Development Studies","Overall",11.5,100,79,30,49,21,0,0,3.09,35.535,0
2021,10007783,"University of Aberdeen",1,"C",22,"Anthropology and Development Studies","Outputs",11.5,100,75.9,31,44.9,24.1,0,0,3.069,35.2935,0
2021,10007783,"University of Aberdeen",1,"C",22,"Anthropology and Development Studies","Impact",11.5,100,75,25,50,25,0,0,3,34.5,0
2021,10007783,"University of Aberdeen",1,"C",22,"Anthropology and Development Studies","Environment",11.5,100,100,37.5,62.5,0,0,0,3.375,38.8125,0
2021,10007783,"University of Aberdeen",1,"C",23,"Education","Overall",15.8,100,50,14,36,46,3,1,2.59,40.922,0
2021,10007783,"University of Aberdeen",1,"C",23,"Education","Outputs",15.8,100,52.5,22.5,30,40,5,2.5,2.65,41.87,0
2021,10007783,"University of Aberdeen",1,"C",23,"Education","Impact",15.8,100,50,0,50,50,0,0,2.5,39.5,0
2021,10007783,"University of Aberdeen",1,"C",23,"Education","Environment",15.8,100,37.5,0,37.5,62.5,0,0,2.375,37.525,0
2021,10007783,"University of Aberdeen",1,"D",26,"Modern Languages and Linguistics","Overall",18,100,70,20,50,29,1,0,2.89,52.02,0
2021,10007783,"University of Aberdeen",1,"D",26,"Modern Languages and Linguistics","Outputs",18,100,68.9,22.2,46.7,28.9,2.2,0,2.889,52.002,0
2021,10007783,"University of Aberdeen",1,"D",26,"Modern Languages and Linguistics","Impact",18,100,75,25,50,25,0,0,3,54,0
2021,10007783,"University of Aberdeen",1,"D",26,"Modern Languages and Linguistics","Environment",18,100,65,0,65,35,0,0,2.65,47.7,0
2021,10007783,"University of Aberdeen",1,"D",27,"English Language and Literature","Overall",22.66,100,77,46,31,23,0,0,3.23,73.1918,0
2021,10007783,"University of Aberdeen",1,"D",27,"English Language and Literature","Outputs",22.66,100,89.5,59.6,29.9,10.5,0,0,3.491,79.10606,0
2021,10007783,"University of Aberdeen",1,"D",27,"English Language and Literature","Impact",22.66,100,33.3,0,33.3,66.7,0,0,2.333,52.86578,0
2021,10007783,"University of Aberdeen",1,"D",27,"English Language and Literature","Environment",22.66,100,100,65,35,0,0,0,3.65,82.709,0
2021,10007783,"University of Aberdeen",1,"D",28,"History","Overall",26.5,100,64,30,34,29,7,0,2.87,76.055,0
2021,10007783,"University of Aberdeen",1,"D",28,"History","Outputs",26.5,100,63.6,33.3,30.3,31.9,4.5,0,2.924,77.486,0
2021,10007783,"University of Aberdeen",1,"D",28,"History","Impact",26.5,100,50,16.7,33.3,33.3,16.7,0,2.5,66.25,0
2021,10007783,"University of Aberdeen",1,"D",28,"History","Environment",26.5,100,90,40,50,10,0,0,3.3,87.45,0
2021,10007783,"University of Aberdeen",1,"D",30,"Philosophy","Overall",8.8,100,58,11,47,42,0,0,2.69,23.672,0
2021,10007783,"University of Aberdeen",1,"D",30,"Philosophy","Outputs",8.8,100,63.6,18.2,45.4,36.4,0,0,2.818,24.7984,0
2021,10007783,"University of Aberdeen",1,"D",30,"Philosophy","Impact",8.8,100,25,0,25,75,0,0,2.25,19.8,0
2021,10007783,"University of Aberdeen",1,"D",30,"Philosophy","Environment",8.8,100,87.5,0,87.5,12.5,0,0,2.875,25.3,0
2021,10007783,"University of Aberdeen",1,"D",31,"Theology and Religious Studies","Overall",19.4,100,96,64,32,4,0,0,3.6,69.84,0
2021,10007783,"University of Aberdeen",1,"D",31,"Theology and Religious Studies","Outputs",19.4,100,93,53.5,39.5,7,0,0,3.465,67.221,0
2021,10007783,"University of Aberdeen",1,"D",31,"Theology and Religious Studies","Impact",19.4,100,100,75,25,0,0,0,3.75,72.75,0
2021,10007783,"University of Aberdeen",1,"D",31,"Theology and Religious Studies","Environment",19.4,100,100,90,10,0,0,0,3.9,75.66,0
2021,10007783,"University of Aberdeen",1,"D",33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies","Overall",10.75,100,58,22,36,36,6,0,2.74,29.455,0
2021,10007783,"University of Aberdeen",1,"D",33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies","Outputs",10.75,100,74.1,29.6,44.5,25.9,0,0,3.037,32.64775,0
2021,10007783,"University of Aberdeen",1,"D",33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies","Impact",10.75,100,0,0,0,75,25,0,1.75,18.8125,0
2021,10007783,"University of Aberdeen",1,"D",33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies","Environment",10.75,100,87.5,25,62.5,12.5,0,0,3.125,33.59375,0
2021,10007849,"Abertay University",2,"A",3,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",10,70,47,10,37,51,2,0,2.55,25.5,0
2021,10007849,"Abertay University",2,"A",3,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Outputs",10,70,64,16,48,36,0,0,2.8,28,0
2021,10007849,"Abertay University",2,"A",3,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Impact",10,70,25,0,25,75,0,0,2.25,22.5,0
2021,10007849,"Abertay University",2,"A",3,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Environment",10,70,12.5,0,12.5,75,12.5,0,2,20,0
2021,10007849,"Abertay University",2,"A",4,"Psychology, Psychiatry and Neuroscience","Overall",14.55,100,60,8,52,40,0,0,2.68,38.994,0
2021,10007849,"Abertay University",2,"A",4,"Psychology, Psychiatry and Neuroscience","Outputs",14.55,100,66.7,13.9,52.8,33.3,0,0,2.806,40.8273,0
2021,10007849,"Abertay University",2,"A",4,"Psychology, Psychiatry and Neuroscience","Impact",14.55,100,50,0,50,50,0,0,2.5,36.375,0
2021,10007849,"Abertay University",2,"A",4,"Psychology, Psychiatry and Neuroscience","Environment",14.55,100,50,0,50,50,0,0,2.5,36.375,0
2021,10007849,"Abertay University",2,"A",6,"Agriculture, Food and Veterinary Sciences","Overall",11.72,100,65,16,49,35,0,0,2.81,32.9332,0
2021,10007849,"Abertay University",2,"A",6,"Agriculture, Food and Veterinary Sciences","Outputs",11.72,100,58.6,13.8,44.8,41.4,0,0,2.724,31.92528,0
2021,10007849,"Abertay University",2,"A",6,"Agriculture, Food and Veterinary Sciences","Impact",11.72,100,75,25,50,25,0,0,3,35.16,0
2021,10007849,"Abertay University",2,"A",6,"Agriculture, Food and Veterinary Sciences","Environment",11.72,100,75,12.5,62.5,25,0,0,2.875,33.695,0
2021,10007849,"Abertay University",2,"B",12,"Engineering","Overall",26,75,73,8,65,20,7,0,2.74,71.24,0
2021,10007849,"Abertay University",2,"B",12,"Engineering","Outputs",26,75,80,6.2,73.8,16.9,3.1,0,2.831,73.606,0
2021,10007849,"Abertay University",2,"B",12,"Engineering","Impact",26,75,100,16.7,83.3,0,0,0,3.167,82.342,0
2021,10007849,"Abertay University",2,"B",12,"Engineering","Environment",26,75,0,0,0,62.5,37.5,0,1.625,42.25,0
2021,10007849,"Abertay University",2,"C",18,"Law","Overall",7,95,20,0,20,43,37,0,1.83,12.81,0
2021,10007849,"Abertay University",2,"C",18,"Law","Outputs",7,95,33.3,0,33.3,44.5,22.2,0,2.111,14.777,0
2021,10007849,"Abertay University",2,"C",18,"Law","Impact",7,95,0,0,0,50,50,0,1.5,10.5,0
2021,10007849,"Abertay University",2,"C",18,"Law","Environment",7,95,0,0,0,25,75,0,1.25,8.75,0
2021,10007167,"University of York",157,"C",21,"Sociology","Impact",25.43,100,100,100,0,0,0,0,4,101.72,1
2021,10007774,"University of Oxford",100,"C",21,"Sociology","Impact",44.2,125,100,87.5,12.5,0,0,0,3.875,171.275,1
2021,10007167,"University of York",157,"C",21,"Sociology","Environment",25.43,100,100,87.5,12.5,0,0,0,3.875,98.54125,1
2021,10007143,"University of Durham",40,"C",21,"Sociology","Impact",30.6,100,100,83.3,16.7,0,0,0,3.833,117.2898,1
2021,10007849,"Abertay University",2,"C",24,"Sport and Exercise Sciences, Leisure and Tourism","Overall",11.6,80,49,10,39,43,8,0,2.51,29.116,0
2021,10007849,"Abertay University",2,"C",24,"Sport and Exercise Sciences, Leisure and Tourism","Outputs",11.6,80,55.2,6.9,48.3,41.4,3.4,0,2.587,30.0092,0
2021,10007849,"Abertay University",2,"C",24,"Sport and Exercise Sciences, Leisure and Tourism","Impact",11.6,80,50,25,25,25,25,0,2.5,29,0
2021,10007849,"Abertay University",2,"C",24,"Sport and Exercise Sciences, Leisure and Tourism","Environment",11.6,80,25,0,25,75,0,0,2.25,26.1,0
2021,10007849,"Abertay University",2,"D",32,"Art and Design: History, Practice and Theory","Overall",19.9,75,83,30,53,13,3,1,3.08,61.292,0
2021,10007849,"Abertay University",2,"D",32,"Art and Design: History, Practice and Theory","Outputs",19.9,75,72,24,48,22,4,2,2.88,57.312,0
2021,10007849,"Abertay University",2,"D",32,"Art and Design: History, Practice and Theory","Impact",19.9,75,100,50,50,0,0,0,3.5,69.65,0
2021,10007849,"Abertay University",2,"D",32,"Art and Design: History, Practice and Theory","Environment",19.9,75,100,22.5,77.5,0,0,0,3.225,64.1775,0
2021,10007856,"Aberystwyth University",3,"A",4,"Psychology, Psychiatry and Neuroscience","Overall",18,100,32,6,26,49,17,2,2.17,39.06,0
2021,10007856,"Aberystwyth University",3,"A",4,"Psychology, Psychiatry and Neuroscience","Outputs",18,100,50,10.5,39.5,39.5,7.9,2.6,2.474,44.532,0
2021,10007856,"Aberystwyth University",3,"A",4,"Psychology, Psychiatry and Neuroscience","Impact",18,100,0,0,0,50,50,0,1.5,27,0
2021,10007856,"Aberystwyth University",3,"A",4,"Psychology, Psychiatry and Neuroscience","Environment",18,100,12.5,0,12.5,87.5,0,0,2.125,38.25,0
2021,10007856,"Aberystwyth University",3,"A",6,"Agriculture, Food and Veterinary Sciences","Overall",81.75,100,84,37,47,16,0,0,3.21,262.4175,0
2021,10007856,"Aberystwyth University",3,"A",6,"Agriculture, Food and Veterinary Sciences","Outputs",81.75,100,81.8,34,47.8,18.2,0,0,3.158,258.1665,0
2021,10007856,"Aberystwyth University",3,"A",6,"Agriculture, Food and Veterinary Sciences","Impact",81.75,100,85.7,42.9,42.8,14.3,0,0,3.286,268.6305,0
2021,10007856,"Aberystwyth University",3,"A",6,"Agriculture, Food and Veterinary Sciences","Environment",81.75,100,87.5,37.5,50,12.5,0,0,3.25,265.6875,0
2021,10007856,"Aberystwyth University",3,"B",9,"Physics","Overall",18.17,100,63,7,56,37,0,0,2.7,49.059,0
2021,10007856,"Aberystwyth University",3,"B",9,"Physics","Outputs",18.17,100,73.3,11.1,62.2,26.7,0,0,2.844,51.67548,0
2021,10007856,"Aberystwyth University",3,"B",9,"Physics","Impact",18.17,100,25,0,25,75,0,0,2.25,40.8825,0
2021,10007856,"Aberystwyth University",3,"B",9,"Physics","Environment",18.17,100,87.5,0,87.5,12.5,0,0,2.875,52.23875,0
2021,10007856,"Aberystwyth University",3,"B",10,"Mathematical Sciences","Overall",12,100,84,2,82,16,0,0,2.86,34.32,0
2021,10007856,"Aberystwyth University",3,"B",10,"Mathematical Sciences","Outputs",12,100,86.7,3.3,83.4,13.3,0,0,2.9,34.8,0
2021,10007856,"Aberystwyth University",3,"B",10,"Mathematical Sciences","Impact",12,100,75,0,75,25,0,0,2.75,33,0
2021,10007856,"Aberystwyth University",3,"B",10,"Mathematical Sciences","Environment",12,100,87.5,0,87.5,12.5,0,0,2.875,34.5,0
2021,10007856,"Aberystwyth University",3,"B",11,"Computer Science and Informatics","Overall",27.82,100,88,29,59,12,0,0,3.17,88.1894,0
2021,10007856,"Aberystwyth University",3,"B",11,"Computer Science and Informatics","Outputs",27.82,100,92.9,34.3,58.6,7.1,0,0,3.272,91.02704,0
2021,10007856,"Aberystwyth University",3,"B",11,"Computer Science and Informatics","Impact",27.82,100,100,33.3,66.7,0,0,0,3.333,92.72406,0
2021,10007856,"Aberystwyth University",3,"B",11,"Computer Science and Informatics","Environment",27.82,100,50,0,50,50,0,0,2.5,69.55,0
2021,10007856,"Aberystwyth University",3,"C",14,"Geography and Environmental Studies","Overall",34.91,100,95,31,64,5,0,0,3.26,113.8066,0
2021,10007856,"Aberystwyth University",3,"C",14,"Geography and Environmental Studies","Outputs",34.91,100,92,29.9,62.1,8,0,0,3.219,112.37529,0
2021,10007856,"Aberystwyth University",3,"C",14,"Geography and Environmental Studies","Impact",34.91,100,100,16.7,83.3,0,0,0,3.167,110.55997,0
2021,10007856,"Aberystwyth University",3,"C",14,"Geography and Environmental Studies","Environment",34.91,100,100,62.5,37.5,0,0,0,3.625,126.54875,0
2021,10007856,"Aberystwyth University",3,"C",17,"Business and Management Studies","Overall",18.67,100,49,14,35,49,2,0,2.61,48.7287,0
2021,10007856,"Aberystwyth University",3,"C",17,"Business and Management Studies","Outputs",18.67,100,57.4,12.8,44.6,42.6,0,0,2.702,50.44634,0
2021,10007856,"Aberystwyth University",3,"C",17,"Business and Management Studies","Impact",18.67,100,50,25,25,50,0,0,2.75,51.3425,0
2021,10007856,"Aberystwyth University",3,"C",17,"Business and Management Studies","Environment",18.67,100,12.5,0,12.5,75,12.5,0,2,37.34,0
2021,10007856,"Aberystwyth University",3,"C",18,"Law","Overall",12.6,100,50,29,21,37,9,4,2.62,33.012,0
2021,10007856,"Aberystwyth University",3,"C",18,"Law","Outputs",12.6,100,39.3,17.9,21.4,39.3,14.3,7.1,2.287,28.8162,0
2021,10007856,"Aberystwyth University",3,"C",18,"Law","Impact",12.6,100,100,75,25,0,0,0,3.75,47.25,0
2021,10007856,"Aberystwyth University",3,"C",18,"Law","Environment",12.6,100,12.5,0,12.5,87.5,0,0,2.125,26.775,0
2021,10007856,"Aberystwyth University",3,"C",19,"Politics and International Studies","Overall",22.7,100,87,28,59,13,0,0,3.15,71.505,0
2021,10007856,"Aberystwyth University",3,"C",19,"Politics and International Studies","Outputs",22.7,100,78.9,29.8,49.1,21.1,0,0,3.087,70.0749,0
2021,10007856,"Aberystwyth University",3,"C",19,"Politics and International Studies","Impact",22.7,100,100,16.7,83.3,0,0,0,3.167,71.8909,0
2021,10007856,"Aberystwyth University",3,"C",19,"Politics and International Studies","Environment",22.7,100,100,37.5,62.5,0,0,0,3.375,76.6125,0
2021,10007856,"Aberystwyth University",3,"D",26,"Modern Languages and Linguistics","Overall",14.5,100,72,31,41,28,0,0,3.03,43.935,0
2021,10007856,"Aberystwyth University",3,"D",26,"Modern Languages and Linguistics","Outputs",14.5,100,75,41.7,33.3,25,0,0,3.167,45.9215,0
2021,10007856,"Aberystwyth University",3,"D",26,"Modern Languages and Linguistics","Impact",14.5,100,75,25,50,25,0,0,3,43.5,0
2021,10007856,"Aberystwyth University",3,"D",26,"Modern Languages and Linguistics","Environment",14.5,100,57.5,0,57.5,42.5,0,0,2.575,37.3375,0
2021,10007856,"Aberystwyth University",3,"D",27,"English Language and Literature","Overall",10.7,100,63,13,50,37,0,0,2.76,29.532,0
2021,10007856,"Aberystwyth University",3,"D",27,"English Language and Literature","Outputs",10.7,100,81.5,22.2,59.3,18.5,0,0,3.037,32.4959,0
2021,10007856,"Aberystwyth University",3,"D",27,"English Language and Literature","Impact",10.7,100,25,0,25,75,0,0,2.25,24.075,0
2021,10007856,"Aberystwyth University",3,"D",27,"English Language and Literature","Environment",10.7,100,50,0,50,50,0,0,2.5,26.75,0
2021,10007856,"Aberystwyth University",3,"D",28,"History","Overall",12.25,100,72,25,47,20,8,0,2.89,35.4025,0
2021,10007856,"Aberystwyth University",3,"D",28,"History","Outputs",12.25,100,74.2,29,45.2,22.6,3.2,0,3,36.75,0
2021,10007856,"Aberystwyth University",3,"D",28,"History","Impact",12.25,100,50,25,25,25,25,0,2.5,30.625,0
2021,10007856,"Aberystwyth University",3,"D",28,"History","Environment",12.25,100,100,10,90,0,0,0,3.1,37.975,0
2021,10007856,"Aberystwyth University",3,"D",32,"Art and Design: History, Practice and Theory","Overall",7,100,80,28,52,20,0,0,3.08,21.56,0
2021,10007856,"Aberystwyth University",3,"D",32,"Art and Design: History, Practice and Theory","Outputs",7,100,80,46.7,33.3,20,0,0,3.267,22.869,0
2021,10007856,"Aberystwyth University",3,"D",32,"Art and Design: History, Practice and Theory","Impact",7,100,75,0,75,25,0,0,2.75,19.25,0
2021,10007856,"Aberystwyth University",3,"D",32,"Art and Design: History, Practice and Theory","Environment",7,100,87.5,0,87.5,12.5,0,0,2.875,20.125,0
2021,10007856,"Aberystwyth University",3,"D",33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies","Overall",16.7,100,79,33,46,17,4,0,3.08,51.436,0
2021,10007856,"Aberystwyth University",3,"D",33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies","Outputs",16.7,100,64.3,35.7,28.6,28.6,7.1,0,2.929,48.9143,0
2021,10007856,"Aberystwyth University",3,"D",33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies","Impact",16.7,100,100,0,100,0,0,0,3,50.1,0
2021,10007856,"Aberystwyth University",3,"D",33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies","Environment",16.7,100,100,77.5,22.5,0,0,0,3.775,63.0425,0
2021,10000163,"AECC University College",4,"A",3,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",7.7,20,25,0,25,57,18,0,2.07,15.939,0
2021,10000163,"AECC University College",4,"A",3,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Outputs",7.7,20,31.6,0,31.6,57.9,10.5,0,2.211,17.0247,0
2021,10000163,"AECC University College",4,"A",3,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Impact",7.7,20,25,0,25,75,0,0,2.25,17.325,0
2021,10000163,"AECC University College",4,"A",3,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Environment",7.7,20,0,0,0,25,75,0,1.25,9.625,0
2021,10000291,"Anglia Ruskin University",5,"A",3,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",50.9,25,84,17,67,15,1,0,3,152.7,0
2021,10000291,"Anglia Ruskin University",5,"A",3,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Outputs",50.9,25,77,19.8,57.2,20.6,1.6,0.8,2.936,149.4424,0
2021,10000291,"Anglia Ruskin University",5,"A",3,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Impact",50.9,25,90,20,70,10,0,0,3.1,157.79,0
2021,10000291,"Anglia Ruskin University",5,"A",3,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Environment",50.9,25,100,0,100,0,0,0,3,152.7,0
2021,10000291,"Anglia Ruskin University",5,"A",4,"Psychology, Psychiatry and Neuroscience","Overall",28.8,90,55,15,40,43,2,0,2.68,77.184,0
2021,10000291,"Anglia Ruskin University",5,"A",4,"Psychology, Psychiatry and Neuroscience","Outputs",28.8,90,54.2,11.1,43.1,43,2.8,0,2.625,75.6,0
2021,10000291,"Anglia Ruskin University",5,"A",4,"Psychology, Psychiatry and Neuroscience","Impact",28.8,90,66.7,33.3,33.4,33.3,0,0,3,86.4,0
2021,10000291,"Anglia Ruskin University",5,"A",4,"Psychology, Psychiatry and Neuroscience","Environment",28.8,90,37.5,0,37.5,62.5,0,0,2.375,68.4,0
2021,10000291,"Anglia Ruskin University",5,"B",12,"Engineering","Overall",15.6,50,34,2,32,61,5,0,2.31,36.036,0
2021,10000291,"Anglia Ruskin University",5,"B",12,"Engineering","Outputs",15.6,50,56.4,2.6,53.8,38.5,5.1,0,2.539,39.6084,0
2021,10000291,"Anglia Ruskin University",5,"B",12,"Engineering","Impact",15.6,50,0,0,0,100,0,0,2,31.2,0
2021,10000291,"Anglia Ruskin University",5,"B",12,"Engineering","Environment",15.6,50,0,0,0,87.5,12.5,0,1.875,29.25,0
2021,10000291,"Anglia Ruskin University",5,"C",13,"Architecture, Built Environment and Planning","Overall",19,55,59,12,47,35,6,0,2.65,50.35,0
2021,10000291,"Anglia Ruskin University",5,"C",13,"Architecture, Built Environment and Planning","Outputs",19,55,72.9,20.8,52.1,27.1,0,0,2.937,55.803,0
